position,code,designer,name,fragrantica_reference,perfumoteca_lookup_key,provider_lookup,status,confidence,review_notes
371,DP01197,DOLCE & GABBANA,LIGHT BLUE,https://www.fragrantica.com/search/?query=DOLCE+%26+GABBANA+LIGHT+BLUE,DP01197,https://glass-essence.com/?s=DP01197&post_type=product,review,medium,
372,DP02768,DOLCE & GABBANA,LIGHT BLUE SUMMER VIBES,https://www.fragrantica.com/search/?query=DOLCE+%26+GABBANA+LIGHT+BLUE+SUMMER+VIBES,DP02768,https://glass-essence.com/?s=DP02768&post_type=product,review,medium,
373,DP02717,DOLCE & GABBANA,Q BY DOLCE & GABANNA,https://www.fragrantica.com/search/?query=DOLCE+%26+GABBANA+Q+BY+DOLCE+%26+GABANNA,DP02717,https://glass-essence.com/?s=DP02717&post_type=product,review,medium,
374,DP02174,DOLCE & GABBANA,THE ONE,https://www.fragrantica.com/search/?query=DOLCE+%26+GABBANA+THE+ONE,DP02174,https://glass-essence.com/?s=DP02174&post_type=product,review,medium,
375,DP01029,DONNA KARAM,DKNY BE DELICIOUS,https://www.fragrantica.com/search/?query=DONNA+KARAM+DKNY+BE+DELICIOUS,DP01029,https://glass-essence.com/?s=DP01029&post_type=product,review,medium,
376,DP02636,DONNA KARAM,DKNY BE DELICIOUS FRESH BLOSSOM,https://www.fragrantica.com/search/?query=DONNA+KARAM+DKNY+BE+DELICIOUS+FRESH+BLOSSOM,DP02636,https://glass-essence.com/?s=DP02636&post_type=product,review,medium,
377,DP01282,DONNA KARAM,DKNY RED DELICIOUS,https://www.fragrantica.com/search/?query=DONNA+KARAM+DKNY+RED+DELICIOUS,DP01282,https://glass-essence.com/?s=DP01282&post_type=product,review,medium,
378,DP01283,ELIZABETH ARDEN,RED DOOR,https://www.fragrantica.com/search/?query=ELIZABETH+ARDEN+RED+DOOR,DP01283,https://glass-essence.com/?s=DP01283&post_type=product,review,medium,
379,DP01346,ELIZABETH TAYLOR,WHITE DIAMONDS,https://www.fragrantica.com/search/?query=ELIZABETH+TAYLOR+WHITE+DIAMONDS,DP01346,https://glass-essence.com/?s=DP01346&post_type=product,review,medium,
380,DP02873,ESCADA,BALI PARADISE,https://www.fragrantica.com/search/?query=ESCADA+BALI+PARADISE,DP02873,https://glass-essence.com/?s=DP02873&post_type=product,review,medium,
381,DP02573,ESCADA,CANDY LOVE,https://www.fragrantica.com/search/?query=ESCADA+CANDY+LOVE,DP02573,https://glass-essence.com/?s=DP02573&post_type=product,review,medium,
382,DP01175,ESCADA,ISLAND KISS,https://www.fragrantica.com/search/?query=ESCADA+ISLAND+KISS,DP01175,https://glass-essence.com/?s=DP01175&post_type=product,review,medium,
383,DP02508,ESCADA,MIAMI BLOSSOM,https://www.fragrantica.com/search/?query=ESCADA+MIAMI+BLOSSOM,DP02508,https://glass-essence.com/?s=DP02508&post_type=product,review,medium,
384,DP02824,ESCADA,PACIFIC PARADISE,https://www.fragrantica.com/search/?query=ESCADA+PACIFIC+PARADISE,DP02824,https://glass-essence.com/?s=DP02824&post_type=product,review,low,
385,DP02468,ESCADA,SORBETTO ROSSO,https://www.fragrantica.com/search/?query=ESCADA+SORBETTO+ROSSO,DP02468,https://glass-essence.com/?s=DP02468&post_type=product,review,medium,
386,DP01007,GIVENCHY,AMARIGE,https://www.fragrantica.com/search/?query=GIVENCHY+AMARIGE,DP01007,https://glass-essence.com/?s=DP01007&post_type=product,review,medium,
387,DP02133,GIVENCHY,ANGE OU DEMON,https://www.fragrantica.com/search/?query=GIVENCHY+ANGE+OU+DEMON,DP02133,https://glass-essence.com/?s=DP02133&post_type=product,review,medium,
388,DP02567,GIVENCHY,IRRESISTIBLE GIVENCHY,https://www.fragrantica.com/search/?query=GIVENCHY+IRRESISTIBLE+GIVENCHY,DP02567,https://glass-essence.com/?s=DP02567&post_type=product,review,medium,
389,DP01148,GLORIA VANDERBILT,VANDERBILT,https://www.fragrantica.com/search/?query=GLORIA+VANDERBILT+VANDERBILT,DP01148,https://glass-essence.com/?s=DP01148&post_type=product,review,medium,
390,DP02624,GUCCI,FLORA GORGEOUS GARDENIA,https://www.fragrantica.com/search/?query=GUCCI+FLORA+GORGEOUS+GARDENIA,DP02624,https://glass-essence.com/?s=DP02624&post_type=product,review,medium,
391,DP02701,GUCCI,FLORA GORGEOUS JASMINE,https://www.fragrantica.com/search/?query=GUCCI+FLORA+GORGEOUS+JASMINE,DP02701,https://glass-essence.com/?s=DP02701&post_type=product,review,medium,
392,DP02788,GUCCI,FLORA GORGEOUS MAGNOLIA,https://www.fragrantica.com/search/?query=GUCCI+FLORA+GORGEOUS+MAGNOLIA,DP02788,https://glass-essence.com/?s=DP02788&post_type=product,review,medium,
393,DP02849,GUCCI,FLORA GORGEOUS ORCHID,https://www.fragrantica.com/search/?query=GUCCI+FLORA+GORGEOUS+ORCHID,DP02849,https://glass-essence.com/?s=DP02849&post_type=product,review,medium,
394,DP02320,GUCCI,GUCCI BAMBOO,https://www.fragrantica.com/search/?query=GUCCI+GUCCI+BAMBOO,DP02320,https://glass-essence.com/?s=DP02320&post_type=product,review,medium,
395,DP02658,GUCCI,GUCCI BLOOM,https://www.fragrantica.com/search/?query=GUCCI+GUCCI+BLOOM,DP02658,https://glass-essence.com/?s=DP02658&post_type=product,review,medium,
396,DP02421,GUERLAIN,MON GUERLAIN,https://www.fragrantica.com/search/?query=GUERLAIN+MON+GUERLAIN,DP02421,https://glass-essence.com/?s=DP02421&post_type=product,review,medium,
397,DP01290,GUERLAIN,SAMSARA EAU DE PARFUM,https://www.fragrantica.com/search/?query=GUERLAIN+SAMSARA+EAU+DE+PARFUM,DP01290,https://glass-essence.com/?s=DP01290&post_type=product,review,medium,
398,DP02672,GUESS,BELLA VITA ROSA,https://www.fragrantica.com/search/?query=GUESS+BELLA+VITA+ROSA,DP02672,https://glass-essence.com/?s=DP02672&post_type=product,review,low,
399,DP01157,HALLOWEEN,HALLOWEEN,https://www.fragrantica.com/search/?query=HALLOWEEN+HALLOWEEN,DP01157,https://glass-essence.com/?s=DP01157&post_type=product,review,medium,
400,DP02151,HALLOWEEN,HALLOWEEN KISS,https://www.fragrantica.com/search/?query=HALLOWEEN+HALLOWEEN+KISS,DP02151,https://glass-essence.com/?s=DP02151&post_type=product,review,low,
401,DP01241,JEAN CHARLES BROSSEAU,OMBRE ROSE L´ORIGINAL,https://www.fragrantica.com/search/?query=JEAN+CHARLES+BROSSEAU+OMBRE+ROSE+L%C2%B4ORIGINAL,DP01241,https://glass-essence.com/?s=DP01241&post_type=product,review,medium,
402,DP02891,JEAN PAUL GAULTIER,GAULTIER DIVINE ELIXIR,https://www.fragrantica.com/search/?query=JEAN+PAUL+GAULTIER+GAULTIER+DIVINE+ELIXIR,DP02891,https://glass-essence.com/?s=DP02891&post_type=product,review,medium,Elixir reciente; datos contrastados con fuentes oficiales y especializadas.
403,DP02848,JEAN PAUL GAULTIER,GAULTIER DIVINE LE PARFUM,https://www.fragrantica.com/search/?query=JEAN+PAUL+GAULTIER+GAULTIER+DIVINE+LE+PARFUM,DP02848,https://glass-essence.com/?s=DP02848&post_type=product,review,medium,
404,DP02813,JEAN PAUL GAULTIER,LA BELLE PARADISE GARDEN,https://www.fragrantica.com/search/?query=JEAN+PAUL+GAULTIER+LA+BELLE+PARADISE+GARDEN,DP02813,https://glass-essence.com/?s=DP02813&post_type=product,review,medium,
405,DP02452,JEAN PAUL GAULTIER,SCANDAL,https://www.fragrantica.com/search/?query=JEAN+PAUL+GAULTIER+SCANDAL,DP02452,https://glass-essence.com/?s=DP02452&post_type=product,review,medium,
406,DP02700,JEAN PAUL GAULTIER,SCANDAL LE PARFUM,https://www.fragrantica.com/search/?query=JEAN+PAUL+GAULTIER+SCANDAL+LE+PARFUM,DP02700,https://glass-essence.com/?s=DP02700&post_type=product,review,medium,
407,DP01225,JOVAN,MUSK,https://www.fragrantica.com/search/?query=JOVAN+MUSK,DP01225,https://glass-essence.com/?s=DP01225&post_type=product,review,medium,
408,DP02405,KATY PERRY,KATY PERRY´S MAD LOVE,https://www.fragrantica.com/search/?query=KATY+PERRY+KATY+PERRY%C2%B4S+MAD+LOVE,DP02405,https://glass-essence.com/?s=DP02405&post_type=product,review,medium,
409,DP02231,KATY PERRY,MEOW,https://www.fragrantica.com/search/?query=KATY+PERRY+MEOW,DP02231,https://glass-essence.com/?s=DP02231&post_type=product,review,medium,
410,DP02217,KATY PERRY,PURR,https://www.fragrantica.com/search/?query=KATY+PERRY+PURR,DP02217,https://glass-essence.com/?s=DP02217&post_type=product,review,medium,
411,DP02855,KAYALI,VAINILLA CANDY ROCK SUGAR | 42,https://www.fragrantica.com/search/?query=KAYALI+VAINILLA+CANDY+ROCK+SUGAR+%7C+42,DP02855,https://glass-essence.com/?s=DP02855&post_type=product,review,medium,
412,DP02879,KAYALI,YUM BOUJEE MARSHMALLOW | 81,https://www.fragrantica.com/search/?query=KAYALI+YUM+BOUJEE+MARSHMALLOW+%7C+81,DP02879,https://glass-essence.com/?s=DP02879&post_type=product,review,medium,
413,DP01133,KENZO,FLOWER BY KENZO,https://www.fragrantica.com/search/?query=KENZO+FLOWER+BY+KENZO,DP01133,https://glass-essence.com/?s=DP01133&post_type=product,review,medium,
414,DP02502,KIM KARDASHIAN,BFF KKW FRAGRANCE,https://www.fragrantica.com/search/?query=KIM+KARDASHIAN+BFF+KKW+FRAGRANCE,DP02502,https://glass-essence.com/?s=DP02502&post_type=product,review,low,
415,DP02635,KIM KARDASHIAN,KIMOJI CHERRY KKW FRAGRANCE,https://www.fragrantica.com/search/?query=KIM+KARDASHIAN+KIMOJI+CHERRY+KKW+FRAGRANCE,DP02635,https://glass-essence.com/?s=DP02635&post_type=product,review,low,
416,DP02368,LACOSTE,EAU DE LACOSTE L.12.12 POUR ELLE SPARKLING,https://www.fragrantica.com/search/?query=LACOSTE+EAU+DE+LACOSTE+L.12.12+POUR+ELLE+SPARKLING,DP02368,https://glass-essence.com/?s=DP02368&post_type=product,review,medium,
417,DP02261,LANCOME,LA VIE EST BELLE,https://www.fragrantica.com/search/?query=LANCOME+LA+VIE+EST+BELLE,DP02261,https://glass-essence.com/?s=DP02261&post_type=product,review,medium,
418,DP02679,LANCOME,LA VIE EST BELLE INTENSÉMENT,https://www.fragrantica.com/search/?query=LANCOME+LA+VIE+EST+BELLE+INTENS%C3%89MENT,DP02679,https://glass-essence.com/?s=DP02679&post_type=product,review,medium,
419,DP02773,LANCOME,LA VIE EST BELLE L´EXTRAIT DE PARFUM,https://www.fragrantica.com/search/?query=LANCOME+LA+VIE+EST+BELLE+L%C2%B4EXTRAIT+DE+PARFUM,DP02773,https://glass-essence.com/?s=DP02773&post_type=product,review,medium,
420,DP02853,LANCOME,LA VIE EST BELLE L'ELIXIR,https://www.fragrantica.com/search/?query=LANCOME+LA+VIE+EST+BELLE+L%27ELIXIR,DP02853,https://glass-essence.com/?s=DP02853&post_type=product,review,medium,
421,DP02713,LANCOME,LA VIE EST BELLE L'ÉVEIL,https://www.fragrantica.com/search/?query=LANCOME+LA+VIE+EST+BELLE+L%27%C3%89VEIL,DP02713,https://glass-essence.com/?s=DP02713&post_type=product,review,low,Edición especial; perfil en revisión frente a La Vie Est Belle original.
422,DP02741,LANCOME,LA VIE EST BELLE SOLEIL CRISTAL,https://www.fragrantica.com/search/?query=LANCOME+LA+VIE+EST+BELLE+SOLEIL+CRISTAL,DP02741,https://glass-essence.com/?s=DP02741&post_type=product,review,medium,
423,DP02694,LANCOME,OUI LA VIE EST BELLE,https://www.fragrantica.com/search/?query=LANCOME+OUI+LA+VIE+EST+BELLE,DP02694,https://glass-essence.com/?s=DP02694&post_type=product,review,medium,
424,DP02901,LATTAFA,BERRY ON TOP,https://www.fragrantica.com/search/?query=LATTAFA+BERRY+ON+TOP,DP02901,https://glass-essence.com/?s=DP02901&post_type=product,review,low,Lanzamiento reciente; información limitada y sujeta a revisión por clave.
425,DP02867,LATTAFA,HER CONFESSION,https://www.fragrantica.com/search/?query=LATTAFA+HER+CONFESSION,DP02867,https://glass-essence.com/?s=DP02867&post_type=product,review,medium,
426,DP02793,LATTAFA,MAYAR,https://www.fragrantica.com/search/?query=LATTAFA+MAYAR,DP02793,https://glass-essence.com/?s=DP02793&post_type=product,review,medium,
427,DP02858,LATTAFA,MAYAR NATURAL INTENSE,https://www.fragrantica.com/search/?query=LATTAFA+MAYAR+NATURAL+INTENSE,DP02858,https://glass-essence.com/?s=DP02858&post_type=product,review,medium,
428,DP02791,LATTAFA,YARA,https://www.fragrantica.com/search/?query=LATTAFA+YARA,DP02791,https://glass-essence.com/?s=DP02791&post_type=product,review,medium,
429,DP02860,LATTAFA,YARA CANDY,https://www.fragrantica.com/search/?query=LATTAFA+YARA+CANDY,DP02860,https://glass-essence.com/?s=DP02860&post_type=product,review,medium,
430,DP02850,LATTAFA,YARA MOI,https://www.fragrantica.com/search/?query=LATTAFA+YARA+MOI,DP02850,https://glass-essence.com/?s=DP02850&post_type=product,review,medium,
431,DP02851,LATTAFA,YARA TOUS,https://www.fragrantica.com/search/?query=LATTAFA+YARA+TOUS,DP02851,https://glass-essence.com/?s=DP02851&post_type=product,review,medium,
432,DP02489,MARC JACOBS,DAISY,https://www.fragrantica.com/search/?query=MARC+JACOBS+DAISY,DP02489,https://glass-essence.com/?s=DP02489&post_type=product,review,medium,
433,DP02652,MARC JACOBS,DAISY EAU SO FRESH,https://www.fragrantica.com/search/?query=MARC+JACOBS+DAISY+EAU+SO+FRESH,DP02652,https://glass-essence.com/?s=DP02652&post_type=product,review,medium,
434,DP02892,MELANIE MARTINEZ,CRY BABY PERFUME MILK,https://www.fragrantica.com/search/?query=MELANIE+MARTINEZ+CRY+BABY+PERFUME+MILK,DP02892,https://glass-essence.com/?s=DP02892&post_type=product,review,low,Producto discontinuado y de información limitada; perfil comunitario en revisión.
435,DP02569,MONTBLAC,SIGNATURE,https://www.fragrantica.com/search/?query=MONTBLAC+SIGNATURE,DP02569,https://glass-essence.com/?s=DP02569&post_type=product,review,medium,
436,DP02149,MOSCHINO,GLAMOUR,https://www.fragrantica.com/search/?query=MOSCHINO+GLAMOUR,DP02149,https://glass-essence.com/?s=DP02149&post_type=product,review,medium,
437,DP02294,MOSCHINO,MOSCHINO FUNNY!,https://www.fragrantica.com/search/?query=MOSCHINO+MOSCHINO+FUNNY%21,DP02294,https://glass-essence.com/?s=DP02294&post_type=product,review,medium,
438,DP02500,MOSCHINO,TOY 2,https://www.fragrantica.com/search/?query=MOSCHINO+TOY+2,DP02500,https://glass-essence.com/?s=DP02500&post_type=product,review,medium,
439,DP02584,MOSCHINO,TOY 2 BUBBLE GUM,https://www.fragrantica.com/search/?query=MOSCHINO+TOY+2+BUBBLE+GUM,DP02584,https://glass-essence.com/?s=DP02584&post_type=product,review,medium,
440,DP01013,MUGLER,ANGEL,https://www.fragrantica.com/search/?query=MUGLER+ANGEL,DP01013,https://glass-essence.com/?s=DP01013&post_type=product,review,medium,
441,DP02843,PARFUMS DE MARLY,DELINA EXCLUSIF,https://www.fragrantica.com/search/?query=PARFUMS+DE+MARLY+DELINA+EXCLUSIF,DP02843,https://glass-essence.com/?s=DP02843&post_type=product,review,medium,
442,DP01406,PARIS HILTON,CAN CAN,https://www.fragrantica.com/search/?query=PARIS+HILTON+CAN+CAN,DP01406,https://glass-essence.com/?s=DP01406&post_type=product,review,medium,
443,DP02408,PARIS HILTON,GOLD RUSH,https://www.fragrantica.com/search/?query=PARIS+HILTON+GOLD+RUSH,DP02408,https://glass-essence.com/?s=DP02408&post_type=product,review,medium,
444,DP02152,PARIS HILTON,HEIRESS,https://www.fragrantica.com/search/?query=PARIS+HILTON+HEIRESS,DP02152,https://glass-essence.com/?s=DP02152&post_type=product,review,medium,
445,DP01255,PARIS HILTON,PARIS HILTON,https://www.fragrantica.com/search/?query=PARIS+HILTON+PARIS+HILTON,DP01255,https://glass-essence.com/?s=DP01255&post_type=product,review,medium,
446,DP02492,PARIS HILTON,ROSÉ RUSH,https://www.fragrantica.com/search/?query=PARIS+HILTON+ROS%C3%89+RUSH,DP02492,https://glass-essence.com/?s=DP02492&post_type=product,review,medium,
447,DP02838,PHLUR,STRAWBERRY LETTER,https://www.fragrantica.com/search/?query=PHLUR+STRAWBERRY+LETTER,DP02838,https://glass-essence.com/?s=DP02838&post_type=product,review,medium,
448,DP02451,PRADA,PRADA CANDY,https://www.fragrantica.com/search/?query=PRADA+PRADA+CANDY,DP02451,https://glass-essence.com/?s=DP02451&post_type=product,review,medium,
449,DP02802,PRADA,PRADA PARADOXE,https://www.fragrantica.com/search/?query=PRADA+PRADA+PARADOXE,DP02802,https://glass-essence.com/?s=DP02802&post_type=product,review,medium,
450,DP02673,RABANNE,FAME,https://www.fragrantica.com/search/?query=RABANNE+FAME,DP02673,https://glass-essence.com/?s=DP02673&post_type=product,review,medium,
