position,code,designer,name,fragrantica_reference,perfumoteca_lookup_key,provider_lookup,status,confidence,review_notes
172,CP02516,JEAN PAUL GAULTIER,LE MALE ELIXIR ABSOLU,https://www.fragrantica.com/search/?query=JEAN+PAUL+GAULTIER+LE+MALE+ELIXIR+ABSOLU,CP02516,https://glass-essence.com/?s=CP02516&post_type=product,review,medium,
173,CP02345,JEAN PAUL GAULTIER,LE MALE LE PARFUM,https://www.fragrantica.com/search/?query=JEAN+PAUL+GAULTIER+LE+MALE+LE+PARFUM,CP02345,https://glass-essence.com/?s=CP02345&post_type=product,review,medium,
174,CP02358,JEAN PAUL GAULTIER,SCANDAL POUR HOMME,https://www.fragrantica.com/search/?query=JEAN+PAUL+GAULTIER+SCANDAL+POUR+HOMME,CP02358,https://glass-essence.com/?s=CP02358&post_type=product,review,medium,
175,CP02470,JEAN PAUL GAULTIER,SCANDAL POUR HOMME ABSOLU,https://www.fragrantica.com/search/?query=JEAN+PAUL+GAULTIER+SCANDAL+POUR+HOMME+ABSOLU,CP02470,https://glass-essence.com/?s=CP02470&post_type=product,review,medium,
176,CP02394,JEAN PAUL GAULTIER,SCANDAL POUR HOMME LE PARFUM,https://www.fragrantica.com/search/?query=JEAN+PAUL+GAULTIER+SCANDAL+POUR+HOMME+LE+PARFUM,CP02394,https://glass-essence.com/?s=CP02394&post_type=product,review,medium,
177,CP02148,JEAN PAUL GAULTIER,ULTRA MALE,https://www.fragrantica.com/search/?query=JEAN+PAUL+GAULTIER+ULTRA+MALE,CP02148,https://glass-essence.com/?s=CP02148&post_type=product,review,medium,
178,CP00862,JOVAN,JOVAN MUSK FOR MEN,https://www.fragrantica.com/search/?query=JOVAN+JOVAN+MUSK+FOR+MEN,CP00862,https://glass-essence.com/?s=CP00862&post_type=product,review,medium,
179,CP02244,LACOSTE,EAU DE LACOSTE L.12.12 EAU FRAÎCHE,https://www.fragrantica.com/search/?query=LACOSTE+EAU+DE+LACOSTE+L.12.12+EAU+FRA%C3%8ECHE,CP02244,https://glass-essence.com/?s=CP02244&post_type=product,review,medium,
180,CP01082,LACOSTE,EAU DE LACOSTE L.12.12 BLANC LIMITED EDITION,https://www.fragrantica.com/search/?query=LACOSTE+EAU+DE+LACOSTE+L.12.12+BLANC+LIMITED+EDITION,CP01082,https://glass-essence.com/?s=CP01082&post_type=product,review,medium,Edición limitada de botella; perfil vinculado a L.12.12 Blanc.
181,CP02112,LACOSTE,EAU DE LACOSTE L.12.12. NOIR,https://www.fragrantica.com/search/?query=LACOSTE+EAU+DE+LACOSTE+L.12.12.+NOIR,CP02112,https://glass-essence.com/?s=CP02112&post_type=product,review,medium,
182,CP02220,LACOSTE,EAU DE LACOSTE POUR HOMME L.12.12. MAGNETIC,https://www.fragrantica.com/search/?query=LACOSTE+EAU+DE+LACOSTE+POUR+HOMME+L.12.12.+MAGNETIC,CP02220,https://glass-essence.com/?s=CP02220&post_type=product,review,medium,
183,CP00813,LACOSTE,ESSENTIAL,https://www.fragrantica.com/search/?query=LACOSTE+ESSENTIAL,CP00813,https://glass-essence.com/?s=CP00813&post_type=product,review,medium,
184,CP02406,LACOSTE,L.12.12. BLANC EAU INTENSE,https://www.fragrantica.com/search/?query=LACOSTE+L.12.12.+BLANC+EAU+INTENSE,CP02406,https://glass-essence.com/?s=CP02406&post_type=product,review,medium,
185,CP02121,LACOSTE,L12.12 BLEU,https://www.fragrantica.com/search/?query=LACOSTE+L12.12+BLEU,CP02121,https://glass-essence.com/?s=CP02121&post_type=product,review,medium,
186,CP00873,LACOSTE,L'HOMME LACOSTE,https://www.fragrantica.com/search/?query=LACOSTE+L%27HOMME+LACOSTE,CP00873,https://glass-essence.com/?s=CP00873&post_type=product,review,medium,
187,CP00874,LACOSTE,RED LACOSTE FRAGRANCES,https://www.fragrantica.com/search/?query=LACOSTE+RED+LACOSTE+FRAGRANCES,CP00874,https://glass-essence.com/?s=CP00874&post_type=product,review,medium,
188,CP02464,LATTAFA,ASAD,https://www.fragrantica.com/search/?query=LATTAFA+ASAD,CP02464,https://glass-essence.com/?s=CP02464&post_type=product,review,medium,
189,CP02504,LATTAFA,ASAD BOURBON,https://www.fragrantica.com/search/?query=LATTAFA+ASAD+BOURBON,CP02504,https://glass-essence.com/?s=CP02504&post_type=product,review,medium,
190,CP02477,LATTAFA,HIS CONFESSION,https://www.fragrantica.com/search/?query=LATTAFA+HIS+CONFESSION,CP02477,https://glass-essence.com/?s=CP02477&post_type=product,review,medium,
191,CP02455,LATTAFA,MAAHIR BLACK EDITION,https://www.fragrantica.com/search/?query=LATTAFA+MAAHIR+BLACK+EDITION,CP02455,https://glass-essence.com/?s=CP02455&post_type=product,review,medium,
192,CP00787,LIZ CLAIBORNE,CURVE FOR MEN,https://www.fragrantica.com/search/?query=LIZ+CLAIBORNE+CURVE+FOR+MEN,CP00787,https://glass-essence.com/?s=CP00787&post_type=product,review,medium,
193,CP00888,LIZ CLAIBORNE,MAMBO FOR MEN,https://www.fragrantica.com/search/?query=LIZ+CLAIBORNE+MAMBO+FOR+MEN,CP00888,https://glass-essence.com/?s=CP00888&post_type=product,review,medium,
194,CP02293,LOUIS VUITTON,AU HASARD,https://www.fragrantica.com/search/?query=LOUIS+VUITTON+AU+HASARD,CP02293,https://glass-essence.com/?s=CP02293&post_type=product,review,medium,
195,CP02498,LOUIS VUITTON,IMAGINATION,https://www.fragrantica.com/search/?query=LOUIS+VUITTON+IMAGINATION,CP02498,https://glass-essence.com/?s=CP02498&post_type=product,review,medium,
196,CP02439,LOUIS VUITTON,L'IMMENSITÉ,https://www.fragrantica.com/search/?query=LOUIS+VUITTON+L%27IMMENSIT%C3%89,CP02439,https://glass-essence.com/?s=CP02439&post_type=product,review,medium,
197,CP02397,MAISON MARTIN MARGIELA,JAZZ CLUB,https://www.fragrantica.com/search/?query=MAISON+MARTIN+MARGIELA+JAZZ+CLUB,CP02397,https://glass-essence.com/?s=CP02397&post_type=product,review,medium,
198,CP02398,MERCEDES BENZ,MERCEDES BENZ SIGN YOUR ATTITUDE,https://www.fragrantica.com/search/?query=MERCEDES+BENZ+MERCEDES+BENZ+SIGN+YOUR+ATTITUDE,CP02398,https://glass-essence.com/?s=CP02398&post_type=product,review,medium,
199,CP02170,MERCEDES BENZ,MERCEDES-BENZ,https://www.fragrantica.com/search/?query=MERCEDES+BENZ+MERCEDES-BENZ,CP02170,https://glass-essence.com/?s=CP02170&post_type=product,review,medium,
200,CP02485,MESSI,MESSI EAU DE PARFUM,https://www.fragrantica.com/search/?query=MESSI+MESSI+EAU+DE+PARFUM,CP02485,https://glass-essence.com/?s=CP02485&post_type=product,review,medium,
201,CP00891,MICHAEL JORDAN,JORDAN,https://www.fragrantica.com/search/?query=MICHAEL+JORDAN+JORDAN,CP00891,https://glass-essence.com/?s=CP00891&post_type=product,review,medium,
202,CP02216,MONTBLANC,EMBLEM,https://www.fragrantica.com/search/?query=MONTBLANC+EMBLEM,CP02216,https://glass-essence.com/?s=CP02216&post_type=product,review,medium,
203,CP02263,MONTBLANC,EXPLORER,https://www.fragrantica.com/search/?query=MONTBLANC+EXPLORER,CP02263,https://glass-essence.com/?s=CP02263&post_type=product,review,medium,
204,CP02351,MONTBLANC,EXPLORER ULTRA BLUE,https://www.fragrantica.com/search/?query=MONTBLANC+EXPLORER+ULTRA+BLUE,CP02351,https://glass-essence.com/?s=CP02351&post_type=product,review,medium,
205,CP01056,MONTBLANC,LEGEND,https://www.fragrantica.com/search/?query=MONTBLANC+LEGEND,CP01056,https://glass-essence.com/?s=CP01056&post_type=product,review,medium,
206,CP02461,MONTBLANC,LEGEND BLUE,https://www.fragrantica.com/search/?query=MONTBLANC+LEGEND+BLUE,CP02461,https://glass-essence.com/?s=CP02461&post_type=product,review,medium,
207,CP02115,MONTBLANC,LEGEND INTENSE,https://www.fragrantica.com/search/?query=MONTBLANC+LEGEND+INTENSE,CP02115,https://glass-essence.com/?s=CP02115&post_type=product,review,medium,
208,CP02222,MONTBLANC,LEGEND NIGHT,https://www.fragrantica.com/search/?query=MONTBLANC+LEGEND+NIGHT,CP02222,https://glass-essence.com/?s=CP02222&post_type=product,review,medium,
209,CP02369,MONTBLANC,LEGEND RED,https://www.fragrantica.com/search/?query=MONTBLANC+LEGEND+RED,CP02369,https://glass-essence.com/?s=CP02369&post_type=product,review,medium,
210,CP02273,MONTBLANC,LEGEND SPIRIT,https://www.fragrantica.com/search/?query=MONTBLANC+LEGEND+SPIRIT,CP02273,https://glass-essence.com/?s=CP02273&post_type=product,review,medium,
211,CP00948,MONTBLANC,STARWALKER,https://www.fragrantica.com/search/?query=MONTBLANC+STARWALKER,CP00948,https://glass-essence.com/?s=CP00948&post_type=product,review,medium,
212,CP02275,MOSCHINO,TOY BOY,https://www.fragrantica.com/search/?query=MOSCHINO+TOY+BOY,CP02275,https://glass-essence.com/?s=CP02275&post_type=product,review,medium,
213,CP00899,NAUTICA,NAUTICA,https://www.fragrantica.com/search/?query=NAUTICA+NAUTICA,CP00899,https://glass-essence.com/?s=CP00899&post_type=product,review,medium,
214,CP02119,NAUTICA,NAUTICA LIFE,https://www.fragrantica.com/search/?query=NAUTICA+NAUTICA+LIFE,CP02119,https://glass-essence.com/?s=CP02119&post_type=product,review,medium,
215,CP01038,NAUTICA,NAUTICA OCEANS,https://www.fragrantica.com/search/?query=NAUTICA+NAUTICA+OCEANS,CP01038,https://glass-essence.com/?s=CP01038&post_type=product,review,medium,
216,CP01060,NAUTICA,NAUTICA VOYAGE,https://www.fragrantica.com/search/?query=NAUTICA+NAUTICA+VOYAGE,CP01060,https://glass-essence.com/?s=CP01060&post_type=product,review,medium,
217,CP02228,NAUTICA,NAUTICA VOYAGE SPORT,https://www.fragrantica.com/search/?query=NAUTICA+NAUTICA+VOYAGE+SPORT,CP02228,https://glass-essence.com/?s=CP02228&post_type=product,review,medium,
218,CP01021,PACO RABANNE,1 MILLION,https://www.fragrantica.com/search/?query=PACO+RABANNE+1+MILLION,CP01021,https://glass-essence.com/?s=CP01021&post_type=product,review,medium,
219,CP02370,PACO RABANNE,1 MILLION ELIXIR,https://www.fragrantica.com/search/?query=PACO+RABANNE+1+MILLION+ELIXIR,CP02370,https://glass-essence.com/?s=CP02370&post_type=product,review,medium,
220,CP02442,PACO RABANNE,1 MILLION GOLDEN OUD,https://www.fragrantica.com/search/?query=PACO+RABANNE+1+MILLION+GOLDEN+OUD,CP02442,https://glass-essence.com/?s=CP02442&post_type=product,review,medium,
221,CP02242,PACO RABANNE,1 MILLION LUCKY,https://www.fragrantica.com/search/?query=PACO+RABANNE+1+MILLION+LUCKY,CP02242,https://glass-essence.com/?s=CP02242&post_type=product,review,medium,
222,CP02270,PACO RABANNE,1 MILLION PRIVÉ,https://www.fragrantica.com/search/?query=PACO+RABANNE+1+MILLION+PRIV%C3%89,CP02270,https://glass-essence.com/?s=CP02270&post_type=product,review,medium,
223,CP02402,PACO RABANNE,1 MILLION ROYAL,https://www.fragrantica.com/search/?query=PACO+RABANNE+1+MILLION+ROYAL,CP02402,https://glass-essence.com/?s=CP02402&post_type=product,review,medium,
224,CP00745,PACO RABANNE,BLACK XS,https://www.fragrantica.com/search/?query=PACO+RABANNE+BLACK+XS,CP00745,https://glass-essence.com/?s=CP00745&post_type=product,review,medium,
225,CP01092,PACO RABANNE,INVICTUS,https://www.fragrantica.com/search/?query=PACO+RABANNE+INVICTUS,CP01092,https://glass-essence.com/?s=CP01092&post_type=product,review,medium,
226,CP02431,PACO RABANNE,INVICTUS AQUA,https://www.fragrantica.com/search/?query=PACO+RABANNE+INVICTUS+AQUA,CP02431,https://glass-essence.com/?s=CP02431&post_type=product,review,medium,Nueva edición Invictus Aqua; conservar en review para contrastar pirámide exacta con la clave del proveedor.
227,CP02246,PACO RABANNE,INVICTUS AQUA (2018),https://www.fragrantica.com/search/?query=PACO+RABANNE+INVICTUS+AQUA+%282018%29,CP02246,https://glass-essence.com/?s=CP02246&post_type=product,review,medium,
228,CP02219,PACO RABANNE,INVICTUS INTENSE,https://www.fragrantica.com/search/?query=PACO+RABANNE+INVICTUS+INTENSE,CP02219,https://glass-essence.com/?s=CP02219&post_type=product,review,medium,
229,CP02265,PACO RABANNE,INVICTUS LEGEND,https://www.fragrantica.com/search/?query=PACO+RABANNE+INVICTUS+LEGEND,CP02265,https://glass-essence.com/?s=CP02265&post_type=product,review,medium,
230,CP02342,PACO RABANNE,INVICTUS ONYX COLLECTOR EDITION,https://www.fragrantica.com/search/?query=PACO+RABANNE+INVICTUS+ONYX+COLLECTOR+EDITION,CP02342,https://glass-essence.com/?s=CP02342&post_type=product,review,medium,Edición Onyx de botella; perfil olfativo vinculado al Invictus original.
231,CP02381,PACO RABANNE,INVICTUS PLATINUM,https://www.fragrantica.com/search/?query=PACO+RABANNE+INVICTUS+PLATINUM,CP02381,https://glass-essence.com/?s=CP02381&post_type=product,review,medium,
232,CP02335,PACO RABANNE,INVICTUS VICTORY,https://www.fragrantica.com/search/?query=PACO+RABANNE+INVICTUS+VICTORY,CP02335,https://glass-essence.com/?s=CP02335&post_type=product,review,medium,
233,CP02512,PACO RABANNE,INVICTUS VICTORY ABSOLU,https://www.fragrantica.com/search/?query=PACO+RABANNE+INVICTUS+VICTORY+ABSOLU,CP02512,https://glass-essence.com/?s=CP02512&post_type=product,review,medium,
234,CP02434,PACO RABANNE,INVICTUS VICTORY ELIXIR,https://www.fragrantica.com/search/?query=PACO+RABANNE+INVICTUS+VICTORY+ELIXIR,CP02434,https://glass-essence.com/?s=CP02434&post_type=product,review,medium,
235,CP02480,PACO RABANNE,MILLION GOLD,https://www.fragrantica.com/search/?query=PACO+RABANNE+MILLION+GOLD,CP02480,https://glass-essence.com/?s=CP02480&post_type=product,review,medium,
236,CP02346,PACO RABANNE,PHANTOM,https://www.fragrantica.com/search/?query=PACO+RABANNE+PHANTOM,CP02346,https://glass-essence.com/?s=CP02346&post_type=product,review,medium,
237,CP02510,PACO RABANNE,PHANTOM ELIXIR,https://www.fragrantica.com/search/?query=PACO+RABANNE+PHANTOM+ELIXIR,CP02510,https://glass-essence.com/?s=CP02510&post_type=product,review,low,Lanzamiento reciente; validar la pirámide exacta contra la clave del proveedor antes de pasar a validado.
238,CP02451,PACO RABANNE,PHANTOM INTENSE,https://www.fragrantica.com/search/?query=PACO+RABANNE+PHANTOM+INTENSE,CP02451,https://glass-essence.com/?s=CP02451&post_type=product,review,medium,
239,CP02388,PACO RABANNE,PHANTOM LEGION,https://www.fragrantica.com/search/?query=PACO+RABANNE+PHANTOM+LEGION,CP02388,https://glass-essence.com/?s=CP02388&post_type=product,review,medium,Edición Legion de botella; perfil vinculado a Phantom original.
240,CP00981,PACO RABANNE,XS,https://www.fragrantica.com/search/?query=PACO+RABANNE+XS,CP00981,https://glass-essence.com/?s=CP00981&post_type=product,review,medium,
241,CP00892,PALOMA PICASSO,MINOTAURE,https://www.fragrantica.com/search/?query=PALOMA+PICASSO+MINOTAURE,CP00892,https://glass-essence.com/?s=CP00892&post_type=product,review,medium,
242,CP02469,PARFUMS DE MARLY,PERSEUS,https://www.fragrantica.com/search/?query=PARFUMS+DE+MARLY+PERSEUS,CP02469,https://glass-essence.com/?s=CP02469&post_type=product,review,medium,
243,CP02202,PARIS HILTON,GOLD RUSH MAN,https://www.fragrantica.com/search/?query=PARIS+HILTON+GOLD+RUSH+MAN,CP02202,https://glass-essence.com/?s=CP02202&post_type=product,review,medium,
244,CP00863,PARIS HILTON,JUST ME FOR MEN,https://www.fragrantica.com/search/?query=PARIS+HILTON+JUST+ME+FOR+MEN,CP00863,https://glass-essence.com/?s=CP00863&post_type=product,review,medium,
245,CP00914,PARIS HILTON,PARIS HILTON FOR MEN,https://www.fragrantica.com/search/?query=PARIS+HILTON+PARIS+HILTON+FOR+MEN,CP00914,https://glass-essence.com/?s=CP00914&post_type=product,review,medium,
246,CP01024,PERRY ELLIS,18 FOR MEN,https://www.fragrantica.com/search/?query=PERRY+ELLIS+18+FOR+MEN,CP01024,https://glass-essence.com/?s=CP01024&post_type=product,review,medium,
247,CP00995,PERRY ELLIS,360° BLACK FOR MEN,https://www.fragrantica.com/search/?query=PERRY+ELLIS+360%C2%B0+BLACK+FOR+MEN,CP00995,https://glass-essence.com/?s=CP00995&post_type=product,review,medium,
248,CP00709,PERRY ELLIS,360° BLUE FOR MEN,https://www.fragrantica.com/search/?query=PERRY+ELLIS+360%C2%B0+BLUE+FOR+MEN,CP00709,https://glass-essence.com/?s=CP00709&post_type=product,review,medium,
249,CP00707,PERRY ELLIS,360° FOR MEN,https://www.fragrantica.com/search/?query=PERRY+ELLIS+360%C2%B0+FOR+MEN,CP00707,https://glass-essence.com/?s=CP00707&post_type=product,review,medium,
250,CP00708,PERRY ELLIS,360° RED FOR MEN,https://www.fragrantica.com/search/?query=PERRY+ELLIS+360%C2%B0+RED+FOR+MEN,CP00708,https://glass-essence.com/?s=CP00708&post_type=product,review,medium,
