position,code,designer,name,fragrantica_reference,perfumoteca_lookup_key,provider_lookup,status,confidence,review_notes
516,UP01097,KAYALI,LOVEFEST BURNING CHERRY,https://www.fragrantica.com/search/?query=KAYALI+LOVEFEST+BURNING+CHERRY,UP01097,https://glass-essence.com/?s=UP01097&post_type=product,review,medium,
517,UP01164,LATAFFA,BADE´E AL OUD SUBLIME,https://www.fragrantica.com/search/?query=LATAFFA+BADE%C2%B4E+AL+OUD+SUBLIME,UP01164,https://glass-essence.com/?s=UP01164&post_type=product,review,medium,La marca aparece como LATAFFA; conservar identidad operativa y validar ortografía pública Lattafa.
518,UP01095,LATAFFA,KHAMRAH,https://www.fragrantica.com/search/?query=LATAFFA+KHAMRAH,UP01095,https://glass-essence.com/?s=UP01095&post_type=product,review,medium,La marca aparece como LATAFFA; conservar identidad operativa y validar ortografía pública Lattafa.
519,UP01111,LATAFFA,KHAMRAH QAHWA,https://www.fragrantica.com/search/?query=LATAFFA+KHAMRAH+QAHWA,UP01111,https://glass-essence.com/?s=UP01111&post_type=product,review,medium,La marca aparece como LATAFFA; conservar identidad operativa y validar ortografía pública Lattafa.
520,UP01000,LELABO,SANTAL 33,https://www.fragrantica.com/search/?query=LELABO+SANTAL+33,UP01000,https://glass-essence.com/?s=UP01000&post_type=product,review,medium,La marca aparece como LELABO; conservar identidad operativa y normalizar públicamente Le Labo.
521,UP01090,LOUIS VUITTON,OMBRE NOMADE,https://www.fragrantica.com/search/?query=LOUIS+VUITTON+OMBRE+NOMADE,UP01090,https://glass-essence.com/?s=UP01090&post_type=product,review,medium,
522,UP01099,LOUIS VUITTON,PACIFIC CHILL,https://www.fragrantica.com/search/?query=LOUIS+VUITTON+PACIFIC+CHILL,UP01099,https://glass-essence.com/?s=UP01099&post_type=product,review,medium,
523,UP01140,MAISON FRANCIS KURKDIJAN,BACCARAT ROUGE 540 EXTRAIT DE PARFUM,https://www.fragrantica.com/search/?query=MAISON+FRANCIS+KURKDIJAN+BACCARAT+ROUGE+540+EXTRAIT+DE+PARFUM,UP01140,https://glass-essence.com/?s=UP01140&post_type=product,review,medium,La marca aparece como KURKDIJAN en catálogo; validar ortografía pública Kurkdjian.
524,UP01100,MAISON MARTIN MARGIELA,COFFEE BREAK,https://www.fragrantica.com/search/?query=MAISON+MARTIN+MARGIELA+COFFEE+BREAK,UP01100,https://glass-essence.com/?s=UP01100&post_type=product,review,medium,
525,UP01079,MONTALE,INTENSE CAFÉ,https://www.fragrantica.com/search/?query=MONTALE+INTENSE+CAF%C3%89,UP01079,https://glass-essence.com/?s=UP01079&post_type=product,review,medium,
526,UP01087,MOSCHINO,TOY 2 PEARL,https://www.fragrantica.com/search/?query=MOSCHINO+TOY+2+PEARL,UP01087,https://glass-essence.com/?s=UP01087&post_type=product,review,medium,
527,UP01136,ORIENTICA,AMBER NOIR,https://www.fragrantica.com/search/?query=ORIENTICA+AMBER+NOIR,UP01136,https://glass-essence.com/?s=UP01136&post_type=product,review,low,Información pública limitada; confirmar identidad y pirámide por clave.
528,UP01081,PARFUMS DE MARLY,LAYTON EXCLUSIF,https://www.fragrantica.com/search/?query=PARFUMS+DE+MARLY+LAYTON+EXCLUSIF,UP01081,https://glass-essence.com/?s=UP01081&post_type=product,review,medium,
529,UP01067,TOM FORD,BITTER PEACH,https://www.fragrantica.com/search/?query=TOM+FORD+BITTER+PEACH,UP01067,https://glass-essence.com/?s=UP01067&post_type=product,review,medium,
530,UP01068,TOM FORD,BOIS MAROCAIN,https://www.fragrantica.com/search/?query=TOM+FORD+BOIS+MAROCAIN,UP01068,https://glass-essence.com/?s=UP01068&post_type=product,review,medium,
531,UP01069,TOM FORD,COSTA AZZURRA PARFUM,https://www.fragrantica.com/search/?query=TOM+FORD+COSTA+AZZURRA+PARFUM,UP01069,https://glass-essence.com/?s=UP01069&post_type=product,review,medium,
532,UP01085,TOM FORD,ELECTRIC CHERRY,https://www.fragrantica.com/search/?query=TOM+FORD+ELECTRIC+CHERRY,UP01085,https://glass-essence.com/?s=UP01085&post_type=product,review,medium,
533,UP01030,TOM FORD,FABULOUS,https://www.fragrantica.com/search/?query=TOM+FORD+FABULOUS,UP01030,https://glass-essence.com/?s=UP01030&post_type=product,review,medium,
534,UP01007,TOM FORD,LOST CHERRY,https://www.fragrantica.com/search/?query=TOM+FORD+LOST+CHERRY,UP01007,https://glass-essence.com/?s=UP01007&post_type=product,review,medium,
535,UP01031,TOM FORD,MANDARINO DI AMALFI,https://www.fragrantica.com/search/?query=TOM+FORD+MANDARINO+DI+AMALFI,UP01031,https://glass-essence.com/?s=UP01031&post_type=product,review,medium,
536,UP01105,TOM FORD,MYRRHE MYSTÈRE,https://www.fragrantica.com/search/?query=TOM+FORD+MYRRHE+MYST%C3%88RE,UP01105,https://glass-essence.com/?s=UP01105&post_type=product,review,medium,
537,UP01046,TOM FORD,OMBRÉ LEATHER (2018),https://www.fragrantica.com/search/?query=TOM+FORD+OMBR%C3%89+LEATHER+%282018%29,UP01046,https://glass-essence.com/?s=UP01046&post_type=product,review,medium,
538,UP01063,TOM FORD,OUD MINERALE,https://www.fragrantica.com/search/?query=TOM+FORD+OUD+MINERALE,UP01063,https://glass-essence.com/?s=UP01063&post_type=product,review,medium,
539,UP01047,TOM FORD,OUD WOOD,https://www.fragrantica.com/search/?query=TOM+FORD+OUD+WOOD,UP01047,https://glass-essence.com/?s=UP01047&post_type=product,review,medium,
540,UP01020,TOM FORD,ROSE DE CHINE,https://www.fragrantica.com/search/?query=TOM+FORD+ROSE+DE+CHINE,UP01020,https://glass-essence.com/?s=UP01020&post_type=product,review,medium,
541,UP01029,TOM FORD,SOLEIL BLANC,https://www.fragrantica.com/search/?query=TOM+FORD+SOLEIL+BLANC,UP01029,https://glass-essence.com/?s=UP01029&post_type=product,review,medium,
542,UP01071,TOM FORD,TOBACCO OUD,https://www.fragrantica.com/search/?query=TOM+FORD+TOBACCO+OUD,UP01071,https://glass-essence.com/?s=UP01071&post_type=product,review,medium,
543,UP01028,TOM FORD,TOBACCO VANILLE,https://www.fragrantica.com/search/?query=TOM+FORD+TOBACCO+VANILLE,UP01028,https://glass-essence.com/?s=UP01028&post_type=product,review,medium,
544,UP01116,TOM FORD,TUSCAN LEATHER,https://www.fragrantica.com/search/?query=TOM+FORD+TUSCAN+LEATHER,UP01116,https://glass-essence.com/?s=UP01116&post_type=product,review,medium,
545,UP01141,TOM FORD,VANILLE FATALE (2024),https://www.fragrantica.com/search/?query=TOM+FORD+VANILLE+FATALE+%282024%29,UP01141,https://glass-essence.com/?s=UP01141&post_type=product,review,medium,Reformulación 2024; no mezclar con la versión anterior.
546,UP01147,XERJOFF,ACCENTO,https://www.fragrantica.com/search/?query=XERJOFF+ACCENTO,UP01147,https://glass-essence.com/?s=UP01147&post_type=product,review,medium,
547,UP01129,XERJOFF,ERBA PURA,https://www.fragrantica.com/search/?query=XERJOFF+ERBA+PURA,UP01129,https://glass-essence.com/?s=UP01129&post_type=product,review,medium,
