position,code,designer,name,fragrantica_reference,perfumoteca_lookup_key,provider_lookup,status,confidence,review_notes
278,CP02474,TOMMY HILFIGER,TOMMY FOREVER,https://www.fragrantica.com/search/?query=TOMMY+HILFIGER+TOMMY+FOREVER,CP02474,https://glass-essence.com/?s=CP02474&post_type=product,review,low,Lanzamiento reciente; identidad confirmada por nombre e imagen y conserva estado review.
279,CP02395,TOMMY HILFIGER,TOMMY SUMMER OCEAN WAVE,https://www.fragrantica.com/search/?query=TOMMY+HILFIGER+TOMMY+SUMMER+OCEAN+WAVE,CP02395,https://glass-essence.com/?s=CP02395&post_type=product,review,medium,
280,CP01033,TOUS,TOUS MAN,https://www.fragrantica.com/search/?query=TOUS+TOUS+MAN,CP01033,https://glass-essence.com/?s=CP01033&post_type=product,review,medium,
281,CP01046,TOUS,TOUS MAN SPORT,https://www.fragrantica.com/search/?query=TOUS+TOUS+MAN+SPORT,CP01046,https://glass-essence.com/?s=CP01046&post_type=product,review,medium,
282,CP02506,VALENTINO,BORN IN ROMA THE GOLD UOMO,https://www.fragrantica.com/search/?query=VALENTINO+BORN+IN+ROMA+THE+GOLD+UOMO,CP02506,https://glass-essence.com/?s=CP02506&post_type=product,review,low,Edición The Gold; notas contrastadas con la identidad visual del frasco.
283,CP02513,VALENTINO,VALENTINO UOMO BORN IN ROMA,https://www.fragrantica.com/search/?query=VALENTINO+VALENTINO+UOMO+BORN+IN+ROMA,CP02513,https://glass-essence.com/?s=CP02513&post_type=product,review,medium,
284,CP02422,VALENTINO,VALENTINO UOMO BORN IN ROMA GREEN STRAVAGANZA,https://www.fragrantica.com/search/?query=VALENTINO+VALENTINO+UOMO+BORN+IN+ROMA+GREEN+STRAVAGANZA,CP02422,https://glass-essence.com/?s=CP02422&post_type=product,review,medium,
285,CP02515,VALENTINO,VALENTINO UOMO BORN IN ROMA INTENSE,https://www.fragrantica.com/search/?query=VALENTINO+VALENTINO+UOMO+BORN+IN+ROMA+INTENSE,CP02515,https://glass-essence.com/?s=CP02515&post_type=product,review,medium,
286,CP00747,VERSACE,BLUE JEANS,https://www.fragrantica.com/search/?query=VERSACE+BLUE+JEANS,CP00747,https://glass-essence.com/?s=CP00747&post_type=product,review,medium,
287,CP01086,VERSACE,EROS,https://www.fragrantica.com/search/?query=VERSACE+EROS,CP01086,https://glass-essence.com/?s=CP01086&post_type=product,review,medium,
288,CP02483,VERSACE,EROS ENERGY,https://www.fragrantica.com/search/?query=VERSACE+EROS+ENERGY,CP02483,https://glass-essence.com/?s=CP02483&post_type=product,review,medium,
289,CP02372,VERSACE,EROS FLAME,https://www.fragrantica.com/search/?query=VERSACE+EROS+FLAME,CP02372,https://glass-essence.com/?s=CP02372&post_type=product,review,medium,
290,CP02373,VERSACE,VERSACE MAN EAU FRAICHE,https://www.fragrantica.com/search/?query=VERSACE+VERSACE+MAN+EAU+FRAICHE,CP02373,https://glass-essence.com/?s=CP02373&post_type=product,review,medium,
291,CP01405,VERSACE,VERSACE POUR HOMME,https://www.fragrantica.com/search/?query=VERSACE+VERSACE+POUR+HOMME,CP01405,https://glass-essence.com/?s=CP01405&post_type=product,review,medium,
292,CP02187,VERSACE,VERSACE POUR HOMME DYLAN BLUE,https://www.fragrantica.com/search/?query=VERSACE+VERSACE+POUR+HOMME+DYLAN+BLUE,CP02187,https://glass-essence.com/?s=CP02187&post_type=product,review,medium,
293,CP00950,VICTORINOX SWISS ARMY,SWISS ARMY,https://www.fragrantica.com/search/?query=VICTORINOX+SWISS+ARMY+SWISS+ARMY,CP00950,https://glass-essence.com/?s=CP00950&post_type=product,review,medium,
294,CP02134,VIKTOR & ROLF,SPICE BOMB EXTREME,https://www.fragrantica.com/search/?query=VIKTOR+%26+ROLF+SPICE+BOMB+EXTREME,CP02134,https://glass-essence.com/?s=CP02134&post_type=product,review,medium,
295,CP02437,VIKTOR & ROLF,SPICE BOMB INFRARED,https://www.fragrantica.com/search/?query=VIKTOR+%26+ROLF+SPICE+BOMB+INFRARED,CP02437,https://glass-essence.com/?s=CP02437&post_type=product,review,medium,
296,CP02472,VIKTOR & ROLF,SPICEBOMB DARK LEATHER,https://www.fragrantica.com/search/?query=VIKTOR+%26+ROLF+SPICEBOMB+DARK+LEATHER,CP02472,https://glass-essence.com/?s=CP02472&post_type=product,review,medium,
297,CP02460,VIKTOR & ROLF,SPICEBOMB NIGHT VISION EAU DE PARFUM,https://www.fragrantica.com/search/?query=VIKTOR+%26+ROLF+SPICEBOMB+NIGHT+VISION+EAU+DE+PARFUM,CP02460,https://glass-essence.com/?s=CP02460&post_type=product,review,medium,
298,CP00856,YVES SAINT LAURENT,JAZZ,https://www.fragrantica.com/search/?query=YVES+SAINT+LAURENT+JAZZ,CP00856,https://glass-essence.com/?s=CP00856&post_type=product,review,medium,
299,CP02338,YVES SAINT LAURENT,LA NUIT DE L'HOMME BLEU ELICTRIQUE,https://www.fragrantica.com/search/?query=YVES+SAINT+LAURENT+LA+NUIT+DE+L%27HOMME+BLEU+ELICTRIQUE,CP02338,https://glass-essence.com/?s=CP02338&post_type=product,review,medium,
300,CP01066,YVES SAINT LAURENT,L'HOMME LIBRE,https://www.fragrantica.com/search/?query=YVES+SAINT+LAURENT+L%27HOMME+LIBRE,CP01066,https://glass-essence.com/?s=CP01066&post_type=product,review,medium,
301,CP02454,YVES SAINT LAURENT,MYSLF EAU DE PARFUM,https://www.fragrantica.com/search/?query=YVES+SAINT+LAURENT+MYSLF+EAU+DE+PARFUM,CP02454,https://glass-essence.com/?s=CP02454&post_type=product,review,medium,
302,CP02473,YVES SAINT LAURENT,MYSLF LE PARFUM,https://www.fragrantica.com/search/?query=YVES+SAINT+LAURENT+MYSLF+LE+PARFUM,CP02473,https://glass-essence.com/?s=CP02473&post_type=product,review,medium,
303,CP02435,YVES SAINT LAURENT,Y EAU DE PARFUM INTENSE,https://www.fragrantica.com/search/?query=YVES+SAINT+LAURENT+Y+EAU+DE+PARFUM+INTENSE,CP02435,https://glass-essence.com/?s=CP02435&post_type=product,review,medium,
304,CP02383,YVES SAINT LAURENT,Y EAU FRAICHE,https://www.fragrantica.com/search/?query=YVES+SAINT+LAURENT+Y+EAU+FRAICHE,CP02383,https://glass-essence.com/?s=CP02383&post_type=product,review,medium,
305,CP02227,YVES SAINT LAURENT,YVES SAINT LAURENT Y,https://www.fragrantica.com/search/?query=YVES+SAINT+LAURENT+YVES+SAINT+LAURENT+Y,CP02227,https://glass-essence.com/?s=CP02227&post_type=product,review,medium,
306,DP02889,AFNAN,9AM,https://www.fragrantica.com/search/?query=AFNAN+9AM,DP02889,https://glass-essence.com/?s=DP02889&post_type=product,review,low,
307,DP02558,AQUOLINA,PINK SUGAR,https://www.fragrantica.com/search/?query=AQUOLINA+PINK+SUGAR,DP02558,https://glass-essence.com/?s=DP02558&post_type=product,review,medium,
308,DP02331,ARIANA GRANDE,ARI,https://www.fragrantica.com/search/?query=ARIANA+GRANDE+ARI,DP02331,https://glass-essence.com/?s=DP02331&post_type=product,review,medium,
309,DP02522,ARIANA GRANDE,CLOUD,https://www.fragrantica.com/search/?query=ARIANA+GRANDE+CLOUD,DP02522,https://glass-essence.com/?s=DP02522&post_type=product,review,medium,
310,DP02782,ARIANA GRANDE,CLOUD PINK,https://www.fragrantica.com/search/?query=ARIANA+GRANDE+CLOUD+PINK,DP02782,https://glass-essence.com/?s=DP02782&post_type=product,review,medium,
311,DP02628,ARIANA GRANDE,GOD IS WOMAN,https://www.fragrantica.com/search/?query=ARIANA+GRANDE+GOD+IS+WOMAN,DP02628,https://glass-essence.com/?s=DP02628&post_type=product,review,medium,
312,DP02738,ARIANA GRANDE,MOD BLUSH,https://www.fragrantica.com/search/?query=ARIANA+GRANDE+MOD+BLUSH,DP02738,https://glass-essence.com/?s=DP02738&post_type=product,review,medium,
313,DP02711,ARIANA GRANDE,MOD VANILLA,https://www.fragrantica.com/search/?query=ARIANA+GRANDE+MOD+VANILLA,DP02711,https://glass-essence.com/?s=DP02711&post_type=product,review,medium,
314,DP02460,ARIANA GRANDE,MOONLIGHT,https://www.fragrantica.com/search/?query=ARIANA+GRANDE+MOONLIGHT,DP02460,https://glass-essence.com/?s=DP02460&post_type=product,review,medium,
315,DP02874,ARIANA GRANDE,PINK WOODS,https://www.fragrantica.com/search/?query=ARIANA+GRANDE+PINK+WOODS,DP02874,https://glass-essence.com/?s=DP02874&post_type=product,review,low,Lanzamiento reciente Pink Woods; conservar en review para confirmar pirámide completa.
316,DP02566,ARIANA GRANDE,R.E.M.,https://www.fragrantica.com/search/?query=ARIANA+GRANDE+R.E.M.,DP02566,https://glass-essence.com/?s=DP02566&post_type=product,review,medium,
317,DP02885,ARIANA GRANDE,R.E.M. CHERRY ECLIPSE,https://www.fragrantica.com/search/?query=ARIANA+GRANDE+R.E.M.+CHERRY+ECLIPSE,DP02885,https://glass-essence.com/?s=DP02885&post_type=product,review,low,"R.E.M. Cherry Eclipse: lanzamiento reciente, identidad confirmada por imagen; pirámide en review."
318,DP02632,ARIANA GRANDE,SWEET LIKE CANDY,https://www.fragrantica.com/search/?query=ARIANA+GRANDE+SWEET+LIKE+CANDY,DP02632,https://glass-essence.com/?s=DP02632&post_type=product,review,medium,
319,DP02524,ARIANA GRANDE,"THANK U, NEXT",https://www.fragrantica.com/search/?query=ARIANA+GRANDE+THANK+U%2C+NEXT,DP02524,https://glass-essence.com/?s=DP02524&post_type=product,review,medium,
320,DP02894,ARMAF,ODYSSEY CANDEE,https://www.fragrantica.com/search/?query=ARMAF+ODYSSEY+CANDEE,DP02894,https://glass-essence.com/?s=DP02894&post_type=product,review,low,Odyssey Candee; pirámide operativa conservada en review.
321,DP02893,ARMAF,YUM YUM,https://www.fragrantica.com/search/?query=ARMAF+YUM+YUM,DP02893,https://glass-essence.com/?s=DP02893&post_type=product,review,low,Yum Yum; versión confirmada por la imagen con forma de copa.
322,DP02206,ARMANI,ACQUA DI GIOIA,https://www.fragrantica.com/search/?query=ARMANI+ACQUA+DI+GIOIA,DP02206,https://glass-essence.com/?s=DP02206&post_type=product,review,medium,
323,DP02572,ARMANI,MY WAY,https://www.fragrantica.com/search/?query=ARMANI+MY+WAY,DP02572,https://glass-essence.com/?s=DP02572&post_type=product,review,medium,
324,DP02760,ARMANI,MY WAY PARFUM,https://www.fragrantica.com/search/?query=ARMANI+MY+WAY+PARFUM,DP02760,https://glass-essence.com/?s=DP02760&post_type=product,review,medium,
325,DP02269,ARMANI,SI,https://www.fragrantica.com/search/?query=ARMANI+SI,DP02269,https://glass-essence.com/?s=DP02269&post_type=product,review,medium,
326,DP02693,BILLIE EILISH,EILISH,https://www.fragrantica.com/search/?query=BILLIE+EILISH+EILISH,DP02693,https://glass-essence.com/?s=DP02693&post_type=product,review,medium,
327,DP02534,BOND NO 9,NOLITA,https://www.fragrantica.com/search/?query=BOND+NO+9+NOLITA,DP02534,https://glass-essence.com/?s=DP02534&post_type=product,review,medium,
328,DP02333,BRITNEY SPEARS,FANTASY,https://www.fragrantica.com/search/?query=BRITNEY+SPEARS+FANTASY,DP02333,https://glass-essence.com/?s=DP02333&post_type=product,review,medium,
329,DP02785,BRITNEY SPEARS,FANTASY JUNGLE,https://www.fragrantica.com/search/?query=BRITNEY+SPEARS+FANTASY+JUNGLE,DP02785,https://glass-essence.com/?s=DP02785&post_type=product,review,medium,
330,DP02495,BURBERRY,BURBERRY HER,https://www.fragrantica.com/search/?query=BURBERRY+BURBERRY+HER,DP02495,https://glass-essence.com/?s=DP02495&post_type=product,review,medium,
331,DP02719,BURBERRY,BURBERRY HER ELIXIR DE PARFUM,https://www.fragrantica.com/search/?query=BURBERRY+BURBERRY+HER+ELIXIR+DE+PARFUM,DP02719,https://glass-essence.com/?s=DP02719&post_type=product,review,medium,
332,DP02789,BURBERRY,GODDESS,https://www.fragrantica.com/search/?query=BURBERRY+GODDESS,DP02789,https://glass-essence.com/?s=DP02789&post_type=product,review,medium,
333,DP02859,BVLGARI,CHILL & SOLE,https://www.fragrantica.com/search/?query=BVLGARI+CHILL+%26+SOLE,DP02859,https://glass-essence.com/?s=DP02859&post_type=product,review,low,"Chill & Sole: lanzamiento reciente; identidad confirmada por imagen, pirámide en review."
334,DP02414,BVLGARI,OMNIA CORAL,https://www.fragrantica.com/search/?query=BVLGARI+OMNIA+CORAL,DP02414,https://glass-essence.com/?s=DP02414&post_type=product,review,medium,
335,DP02371,BVLGARI,OMNIA CRYSTALLINE,https://www.fragrantica.com/search/?query=BVLGARI+OMNIA+CRYSTALLINE,DP02371,https://glass-essence.com/?s=DP02371&post_type=product,review,medium,
336,DP01116,CALVIN KLEIN,ETERNITY,https://www.fragrantica.com/search/?query=CALVIN+KLEIN+ETERNITY,DP01116,https://glass-essence.com/?s=DP01116&post_type=product,review,medium,
337,DP00987,CAROLINA HERRERA,212,https://www.fragrantica.com/search/?query=CAROLINA+HERRERA+212,DP00987,https://glass-essence.com/?s=DP00987&post_type=product,review,medium,
338,DP02644,CAROLINA HERRERA,212 HEROES FOR HER COLLECTOR EDITION,https://www.fragrantica.com/search/?query=CAROLINA+HERRERA+212+HEROES+FOR+HER+COLLECTOR+EDITION,DP02644,https://glass-essence.com/?s=DP02644&post_type=product,review,low,Collector Edition; conserva el perfil de 212 Heroes For Her.
339,DP00991,CAROLINA HERRERA,212 SEXY,https://www.fragrantica.com/search/?query=CAROLINA+HERRERA+212+SEXY,DP00991,https://glass-essence.com/?s=DP00991&post_type=product,review,medium,
340,DP02200,CAROLINA HERRERA,212 VIP,https://www.fragrantica.com/search/?query=CAROLINA+HERRERA+212+VIP,DP02200,https://glass-essence.com/?s=DP02200&post_type=product,review,medium,
341,DP02283,CAROLINA HERRERA,212 VIP ROSÉ,https://www.fragrantica.com/search/?query=CAROLINA+HERRERA+212+VIP+ROS%C3%89,DP02283,https://glass-essence.com/?s=DP02283&post_type=product,review,medium,
342,DP02140,CAROLINA HERRERA,CH (2015),https://www.fragrantica.com/search/?query=CAROLINA+HERRERA+CH+%282015%29,DP02140,https://glass-essence.com/?s=DP02140&post_type=product,review,medium,
343,DP02404,CAROLINA HERRERA,GOOD GIRL,https://www.fragrantica.com/search/?query=CAROLINA+HERRERA+GOOD+GIRL,DP02404,https://glass-essence.com/?s=DP02404&post_type=product,review,medium,
344,DP02754,CAROLINA HERRERA,GOOD GIRL BLUSH,https://www.fragrantica.com/search/?query=CAROLINA+HERRERA+GOOD+GIRL+BLUSH,DP02754,https://glass-essence.com/?s=DP02754&post_type=product,review,medium,
345,DP02852,CAROLINA HERRERA,GOOD GIRL BLUSH ELIXIR EAU DE PARFUM,https://www.fragrantica.com/search/?query=CAROLINA+HERRERA+GOOD+GIRL+BLUSH+ELIXIR+EAU+DE+PARFUM,DP02852,https://glass-essence.com/?s=DP02852&post_type=product,review,medium,
346,DP02787,CAROLINA HERRERA,GOOD GIRL DAZZLING GARDEN,https://www.fragrantica.com/search/?query=CAROLINA+HERRERA+GOOD+GIRL+DAZZLING+GARDEN,DP02787,https://glass-essence.com/?s=DP02787&post_type=product,review,low,Dazzling Garden es edición de colección; conserva el jugo de Good Girl original.
347,DP02732,CAROLINA HERRERA,GOOD GIRL LÉGÈRE,https://www.fragrantica.com/search/?query=CAROLINA+HERRERA+GOOD+GIRL+L%C3%89G%C3%88RE,DP02732,https://glass-essence.com/?s=DP02732&post_type=product,review,medium,
348,DP02716,CAROLINA HERRERA,GOOD GIRL MIDNIGHT,https://www.fragrantica.com/search/?query=CAROLINA+HERRERA+GOOD+GIRL+MIDNIGHT,DP02716,https://glass-essence.com/?s=DP02716&post_type=product,review,low,
349,DP02623,CAROLINA HERRERA,GOOD GIRL SUPERSTARS COLLECTOR EDITION 2021,https://www.fragrantica.com/search/?query=CAROLINA+HERRERA+GOOD+GIRL+SUPERSTARS+COLLECTOR+EDITION+2021,DP02623,https://glass-essence.com/?s=DP02623&post_type=product,review,low,Superstars Collector Edition 2021 conserva la fórmula de Good Girl original.
350,DP02592,CAROLINA HERRERA,GOOD GIRL SUPRÊME,https://www.fragrantica.com/search/?query=CAROLINA+HERRERA+GOOD+GIRL+SUPR%C3%8AME,DP02592,https://glass-essence.com/?s=DP02592&post_type=product,review,medium,
